ProjectID,ProjectName,DepartmentID,DepartmentName,SalarySessionID,SessionName,EmployeeID,EmployeeCode,EmployeeFullName,NetPayable,TotalDaysInSession,OnJob,Holiday,TotalLeaveDays,LWP,PayableDays
49,Execura,6,Admin,50197,Feb 2025,162922,EMP1008,Tamim Sarker,23010,30,24,6,0,0,30
49,Execura,60,Logistics,50197,Feb 2025,162934,EMP1017,Maliha Sarker,35000,30,24,6,0,0,30
49,Execura,6,Admin,50197,Feb 2025,112142,EMP1133,Shanta Khan,23723,30,24,6,0,0,30
49,Execura,60,Logistics,50197,Feb 2025,162912,EMP1002,Sohan Sarker,98987,30,24,6,0,0,30
49,Execura,60,Logistics,50197,Feb 2025,162919,EMP1006,Lubna Jahan,30000,30,24,6,0,0,30
49,Execura,6,Admin,50197,Feb 2025,152887,EMP1109,Nadia Sarker,10570,30,24,6,0,0,30
49,Execura,6,Admin,50197,Feb 2025,111449,EMP1213,Rafi Hossain,26770,30,24,6,7,0,30
49,Execura,6,Admin,50197,Feb 2025,162985,EMP1047,Maliha Sarker,15200,30,24,6,0,0,30
49,Execura,6,Admin,50197,Feb 2025,132824,EMP1169,Abir Ahmed,26504,30,24,6,0,0,30
49,Execura,6,Admin,50197,Feb 2025,122348,EMP1128,Abir Khan,17885,30,24,6,0,0,30
49,Execura,57,Admin,50197,Feb 2025,111441,EMP1207,Sadia Hossain,62260,30,24,6,0,0,30
49,Execura,68,Logistics,50197,Feb 2025,162968,EMP1037,Abir Miah,35000,30,24,6,0,0,30
49,Execura,68,Logistics,50197,Feb 2025,122596,EMP1174,Rafi Hossain,36986,30,24,6,0,0,30
49,Execura,57,Admin,50197,Feb 2025,111442,EMP1208,Lubna Chowdhury,53235,30,24,6,0,0,30
49,Execura,68,Logistics,50197,Feb 2025,122393,EMP1137,Sohan Chowdhury,41494,30,24,6,0,0,30
49,Execura,57,Admin,50197,Feb 2025,163015,EMP1070,Shanta Ahmed,45833,30,19,6,0,0,25
49,Execura,57,Admin,50197,Feb 2025,162953,EMP1029,Tamim Rahman,30000,30,24,6,0,0,30
49,Execura,68,Logistics,50197,Feb 2025,122784,EMP1243,Abir Hossain,30000,30,24,6,0,0,30
49,Execura,68,Logistics,50197,Feb 2025,122358,EMP1129,Shanta Ahmed,49745,30,24,6,0,0,30
49,Execura,78,Finance,50197,Feb 2025,162950,EMP1027,Nadia Khan,16510,30,24,6,0,0,30
49,Execura,55,Logistics,50197,Feb 2025,122711,EMP1210,Shanta Chowdhury,23894,30,24,6,1,0,30
49,Execura,3,Admin,50197,Feb 2025,122763,EMP1234,Sohan Ahmed,45340,30,24,6,0,0,30
49,Execura,3,Admin,50197,Feb 2025,122622,EMP1188,Nadia Khan,59321,30,24,6,0,0,30
49,Execura,3,Admin,50197,Feb 2025,152904,EMP1115,Maliha Rahman,124215,30,24,6,0,0,30
49,Execura,55,Logistics,50197,Feb 2025,122762,EMP1233,Rafi Khan,41566,30,24,6,1,0,30
49,Execura,3,Admin,50197,Feb 2025,122460,EMP1146,Tariq Khan,45044,30,24,6,3,0,30
49,Execura,78,Finance,50197,Feb 2025,152870,EMP1105,Rafi Sarker,41600,30,24,6,0,0,30
49,Execura,3,Admin,50197,Feb 2025,122734,EMP1220,Rafi Hossain,21260,30,24,6,1,0,30
49,Execura,3,Admin,50197,Feb 2025,132838,EMP1175,Sadia Hossain,35000,30,24,6,1,0,30
49,Execura,3,Admin,50197,Feb 2025,111487,EMP1228,Abir Jahan,30497,30,24,6,5,0,30
49,Execura,78,Finance,50197,Feb 2025,162929,EMP1013,Tamim Khan,49583,30,24,6,1,0,30
49,Execura,3,Admin,50197,Feb 2025,152889,EMP1111,Nadia Jahan,64583,30,24,6,0,0,30
49,Execura,78,Finance,50197,Feb 2025,162932,EMP1016,Shanta Chowdhury,44583,30,24,6,0,0,30
40188,Lighthouse,4,Site Ops,50197,Feb 2025,152873,EMP1106,Maliha Hossain,14514,30,24,6,4,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,162923,EMP1009,Rafi Hossain,0,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,132839,EMP1176,Sadia Ahmed,34620,30,24,6,2,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,111465,EMP1217,Maliha Ahmed,28021,30,24,6,1,0,30
30133,Surjomukhi,4,Site Ops,50197,Feb 2025,122445,EMP1144,Tamim Khan,36997,30,24,6,1,0,30
50192,Westlake,5,Finance,50197,Feb 2025,122341,EMP1125,Shanta Rahman,19368,30,24,6,2,0,30
30133,Surjomukhi,5,Finance,50197,Feb 2025,122434,EMP1141,Rafi Khan,25373,30,24,6,3,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,122646,EMP1196,Abir Khan,17950,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,122678,EMP1204,Lubna Khan,14600,30,20,6,0,0,26
30133,Surjomukhi,3,Admin,50197,Feb 2025,132831,EMP1171,Maliha Jahan,16600,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,152867,EMP1103,Lubna Khan,14192,30,19,6,0,0,25
30172,Reveira,3,Admin,50197,Feb 2025,122518,EMP1151,Rafi Jahan,42444,30,24,6,2,0,30
30172,Reveira,77,Engineering,50197,Feb 2025,122737,EMP1222,Lubna Khan,26024,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162972,EMP1040,Rafi Miah,17200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,132847,EMP1180,Nadia Hossain,49283,30,24,6,2,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162967,EMP1036,Lubna Miah,21620,30,24,6,2,0,30
30172,Reveira,4,Site Ops,50197,Feb 2025,132859,EMP1184,Nadia Chowdhury,29120,30,24,6,2,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162989,EMP1051,Maliha Rahman,17600,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,163008,EMP1063,Tamim Rahman,16200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,163009,EMP1064,Rafi Ahmed,16200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,163013,EMP1068,Shanta Rahman,10633,30,16,6,0,0,22
30172,Reveira,3,Admin,50197,Feb 2025,132789,EMP1155,Abir Khan,43144,30,24,6,10,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122373,EMP1130,Sadia Hossain,28410,30,24,6,2,0,30
30172,Reveira,4,Site Ops,50197,Feb 2025,122338,EMP1124,Abir Rahman,19141,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162973,EMP1041,Sohan Rahman,16133,30,22,6,0,0,28
30162,Megh Mallar,3,Admin,50197,Feb 2025,163006,EMP1061,Tamim Sarker,51500,30,24,6,0,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,132836,EMP1173,Nadia Chowdhury,19535,30,24,6,0,0,30
30172,Reveira,79,Procurement,50197,Feb 2025,163012,EMP1067,Maliha Jahan,25000,30,24,6,0,0,30
30162,Megh Mallar,72,Finance,50197,Feb 2025,111522,EMP1246,Sohan Jahan,38610,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,111519,EMP1242,Lubna Jahan,32503,30,24,6,0,0,30
30162,Megh Mallar,55,Logistics,50197,Feb 2025,132809,EMP1161,Tariq Miah,19184,30,24,6,2,0,30
30162,Megh Mallar,5,Finance,50197,Feb 2025,132803,EMP1159,Shanta Khan,22460,30,24,6,2,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,122639,EMP1192,Nadia Ahmed,10157,30,10,6,0,0,16
30162,Megh Mallar,3,Admin,50197,Feb 2025,122673,EMP1203,Rafi Rahman,11567,30,14,6,0,0,20
30162,Megh Mallar,3,Admin,50197,Feb 2025,132827,EMP1170,Abir Chowdhury,17700,30,24,6,0,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,152879,EMP1107,Sohan Ahmed,16400,30,24,6,0,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,162957,EMP1033,Lubna Khan,16200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122640,EMP1193,Nadia Ahmed,13972,30,17,6,0,0,23
30172,Reveira,3,Admin,50197,Feb 2025,152880,EMP1108,Tamim Sarker,9100,30,11,6,0,0,17
30172,Reveira,3,Admin,50197,Feb 2025,162993,EMP1053,Lubna Hossain,15900,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,112196,EMP1142,Sadia Miah,30322,30,24,6,0,0,30
30172,Reveira,77,Engineering,50197,Feb 2025,122685,EMP1205,Nadia Ahmed,22238,30,24,6,4,0,30
30172,Reveira,4,Site Ops,50197,Feb 2025,111516,EMP1240,Lubna Rahman,37292,30,24,6,0,0,30
30172,Reveira,5,Finance,50197,Feb 2025,111530,EMP1248,Rafi Miah,23324,30,24,6,0,0,30
30172,Reveira,55,Logistics,50197,Feb 2025,132810,EMP1162,Sadia Jahan,16970,30,24,6,1,0,30
30185,Attalika,3,Admin,50197,Feb 2025,122261,EMP1119,Tamim Khan,62258,30,24,6,0,0,30
30185,Attalika,3,Admin,50197,Feb 2025,132846,EMP1179,Shanta Chowdhury,53594,30,24,6,4,0,30
30185,Attalika,3,Admin,50197,Feb 2025,162969,EMP1038,Shanta Ahmed,20000,30,24,6,1,0,30
30185,Attalika,55,Logistics,50197,Feb 2025,142865,EMP1135,Rafi Ahmed,21560,30,24,6,0,0,30
30185,Attalika,3,Admin,50197,Feb 2025,122521,EMP1152,Nadia Hossain,18662,30,24,6,3,0,30
40188,Lighthouse,3,Admin,50197,Feb 2025,122665,EMP1201,Maliha Rahman,17700,30,24,6,0,0,30
40188,Lighthouse,3,Admin,50197,Feb 2025,163005,EMP1060,Rafi Chowdhury,16200,30,24,6,0,0,30
40188,Lighthouse,3,Admin,50197,Feb 2025,111509,EMP1237,Nadia Hossain,45144,30,24,6,0,0,30
40188,Lighthouse,3,Admin,50197,Feb 2025,132842,EMP1177,Nadia Miah,20260,30,24,6,1,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162931,EMP1015,Tamim Miah,52883,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,132843,EMP1178,Maliha Miah,33900,30,24,6,3,0,30
30186,Gemini,72,Finance,50197,Feb 2025,163001,EMP1058,Maliha Rahman,19200,30,24,6,0,0,30
30172,Reveira,5,Finance,50197,Feb 2025,122386,EMP1136,Lubna Hossain,22999,30,24,6,0,0,30
30172,Reveira,72,Finance,50197,Feb 2025,111464,EMP1216,Sadia Sarker,34525,30,24,6,0,0,30
30172,Reveira,4,Site Ops,50197,Feb 2025,111466,EMP1218,Rafi Hossain,32042,30,24,6,1,0,30
30172,Reveira,6,Admin,50197,Feb 2025,122452,EMP1145,Shanta Khan,23535,30,24,6,1,0,30
30172,Reveira,5,Finance,50197,Feb 2025,122786,EMP1245,Rafi Jahan,19625,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122647,EMP1197,Tariq Chowdhury,16200,30,24,6,0,0,30
30172,Reveira,4,Site Ops,50197,Feb 2025,162920,EMP1007,Tamim Hossain,13800,30,21,6,0,0,27
30172,Reveira,4,Site Ops,50197,Feb 2025,162983,EMP1045,Sohan Khan,16200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122319,EMP1123,Nadia Sarker,71620,30,24,6,1,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122750,EMP1227,Lubna Hossain,38895,30,24,6,4,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122744,EMP1225,Shanta Ahmed,31725,30,24,6,1,0,30
30172,Reveira,77,Engineering,50197,Feb 2025,122741,EMP1224,Sohan Ahmed,28165,30,24,6,3,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162954,EMP1030,Lubna Sarker,35200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,152907,EMP1117,Maliha Rahman,26500,30,24,6,9,0,30
30172,Reveira,5,Finance,50197,Feb 2025,122756,EMP1230,Rafi Khan,24504,30,24,6,0,0,30
30172,Reveira,5,Finance,50197,Feb 2025,122757,EMP1231,Abir Sarker,18877,30,24,6,4,0,30
30172,Reveira,55,Logistics,50197,Feb 2025,132823,EMP1168,Rafi Khan,20970,30,24,6,3,0,30
30172,Reveira,3,Admin,50197,Feb 2025,132794,EMP1156,Tamim Ahmed,13360,30,18,6,0,0,24
30172,Reveira,3,Admin,50197,Feb 2025,132801,EMP1158,Tariq Miah,16599,30,23,6,0,0,29
30172,Reveira,3,Admin,50197,Feb 2025,162913,EMP1003,Tamim Ahmed,14900,30,24,6,0,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,162955,EMP1031,Shanta Miah,43200,30,24,6,0,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,152868,EMP1104,Rafi Chowdhury,39605,30,24,6,4,0,30
50200,Lakeview,72,Finance,50197,Feb 2025,111491,EMP1229,Abir Rahman,24243,30,24,6,0,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,162949,EMP1026,Sohan Ahmed,18200,30,24,6,0,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,162945,EMP1023,Nadia Sarker,16500,30,24,6,0,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,122642,EMP1194,Lubna Hossain,18353,30,24,6,4,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,162911,EMP1001,Nadia Rahman,15900,30,24,6,0,0,30
50200,Lakeview,3,Admin,50197,Feb 2025,163014,EMP1069,Abir Ahmed,16200,30,24,6,0,0,30
50192,Westlake,3,Admin,50197,Feb 2025,122735,EMP1221,Tariq Rahman,60520,30,24,6,3,0,30
50192,Westlake,3,Admin,50197,Feb 2025,122710,EMP1209,Lubna Sarker,47835,30,24,6,0,0,30
50192,Westlake,4,Site Ops,50197,Feb 2025,163002,EMP1059,Abir Miah,19800,30,24,6,0,0,30
30133,Surjomukhi,5,Finance,50197,Feb 2025,111520,EMP1244,Nadia Khan,17029,30,24,6,3,0,30
50192,Westlake,3,Admin,50197,Feb 2025,162935,EMP1018,Maliha Hossain,18500,30,24,6,0,0,30
50192,Westlake,5,Finance,50197,Feb 2025,122770,EMP1236,Tariq Ahmed,21011,30,24,6,4,0,30
50192,Westlake,3,Admin,50197,Feb 2025,162927,EMP1012,Nadia Rahman,13000,30,20,6,0,0,26
50192,Westlake,3,Admin,50197,Feb 2025,162940,EMP1021,Sadia Jahan,14500,30,23,6,0,0,29
50192,Westlake,3,Admin,50197,Feb 2025,162978,EMP1043,Tamim Khan,16700,30,24,6,0,0,30
50192,Westlake,3,Admin,50197,Feb 2025,163007,EMP1062,Abir Sarker,16200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122503,EMP1150,Maliha Miah,43880,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122755,EMP1232,Tariq Ahmed,16650,30,24,6,0,0,30
30133,Surjomukhi,78,Finance,50197,Feb 2025,162926,EMP1011,Tamim Jahan,54583,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162956,EMP1032,Abir Miah,34611,30,24,6,0,0,30
30172,Reveira,72,Finance,50197,Feb 2025,162982,EMP1044,Sadia Ahmed,27025,30,24,6,0,0,30
30172,Reveira,5,Finance,50197,Feb 2025,122469,EMP1148,Sadia Miah,22897,30,24,6,3,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,132822,EMP1167,Sohan Chowdhury,34410,30,24,6,0,0,30
30133,Surjomukhi,5,Finance,50197,Feb 2025,111518,EMP1241,Nadia Khan,39851,30,24,6,2,0,30
49,Execura,72,Finance,50197,Feb 2025,111473,EMP1223,Abir Sarker,23628,30,24,6,2,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,122668,EMP1202,Sadia Rahman,14100,30,18,6,0,0,24
30172,Reveira,3,Admin,50197,Feb 2025,122768,EMP1235,Tariq Chowdhury,13836,30,18,6,0,0,24
30172,Reveira,3,Admin,50197,Feb 2025,132833,EMP1172,Sadia Jahan,17150,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,152900,EMP1112,Tamim Chowdhury,15200,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,162944,EMP1022,Shanta Rahman,11400,30,15,6,0,0,21
30133,Surjomukhi,3,Admin,50197,Feb 2025,162962,EMP1035,Shanta Miah,54500,30,24,6,2,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,162947,EMP1024,Sadia Sarker,26620,30,24,6,0,0,30
30133,Surjomukhi,4,Site Ops,50197,Feb 2025,122627,EMP1189,Sohan Rahman,24628,30,24,6,4,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,162971,EMP1039,Shanta Ahmed,13800,30,18,6,0,0,24
30133,Surjomukhi,3,Admin,50197,Feb 2025,162975,EMP1042,Lubna Khan,16400,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,162990,EMP1052,Lubna Chowdhury,14633,30,20,6,0,0,26
30133,Surjomukhi,3,Admin,50197,Feb 2025,162995,EMP1054,Rafi Jahan,15367,30,22,6,0,0,28
30172,Reveira,3,Admin,50197,Feb 2025,163020,EMP1075,Tamim Hossain,7367,30,8,6,0,0,14
30133,Surjomukhi,3,Admin,50197,Feb 2025,122652,EMP1199,Rafi Rahman,18525,30,24,6,0,0,30
30134,GSR,3,Admin,50197,Feb 2025,122650,EMP1198,Tamim Jahan,16550,30,23,6,0,0,29
30172,Reveira,3,Admin,50197,Feb 2025,122721,EMP1215,Tamim Miah,16513,30,22,6,0,0,28
30134,GSR,3,Admin,50197,Feb 2025,163000,EMP1057,Tamim Rahman,16400,30,24,6,0,0,30
30134,GSR,3,Admin,50197,Feb 2025,162999,EMP1056,Abir Sarker,12100,30,17,6,0,0,23
30134,GSR,3,Admin,50197,Feb 2025,122662,EMP1200,Abir Jahan,18320,30,24,6,0,0,30
30134,GSR,3,Admin,50197,Feb 2025,132786,EMP1153,Lubna Hossain,51953,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,122343,EMP1126,Tariq Rahman,23820,30,24,6,0,0,30
30134,GSR,4,Site Ops,50197,Feb 2025,122347,EMP1127,Sohan Rahman,39609,30,24,6,1,0,30
30162,Megh Mallar,78,Finance,50197,Feb 2025,162951,EMP1028,Rafi Chowdhury,18660,30,24,6,0,0,30
30134,GSR,3,Admin,50197,Feb 2025,162930,EMP1014,Sadia Miah,17410,30,24,6,0,0,30
30162,Megh Mallar,5,Finance,50197,Feb 2025,111528,EMP1247,Sohan Sarker,36150,30,24,6,6,0,30
30133,Surjomukhi,5,Finance,50197,Feb 2025,111510,EMP1238,Lubna Chowdhury,26312,30,24,6,0,0,30
30133,Surjomukhi,55,Logistics,50197,Feb 2025,122720,EMP1214,Rafi Sarker,22238,30,24,6,0,0,30
30134,GSR,3,Admin,50197,Feb 2025,162960,EMP1034,Tamim Miah,26500,30,24,6,2,0,30
30134,GSR,3,Admin,50197,Feb 2025,122643,EMP1195,Lubna Hossain,21200,30,24,6,4,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,122633,EMP1190,Abir Sarker,39680,30,24,6,2,0,30
30133,Surjomukhi,4,Site Ops,50197,Feb 2025,111512,EMP1239,Shanta Jahan,35523,30,24,6,2,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,162948,EMP1025,Lubna Chowdhury,23956,30,24,6,1,0,30
30186,Gemini,55,Logistics,50197,Feb 2025,132812,EMP1163,Maliha Jahan,20670,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,122732,EMP1219,Maliha Jahan,18500,30,24,6,0,0,30
30172,Reveira,3,Admin,50197,Feb 2025,132848,EMP1181,Shanta Khan,16000,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,162997,EMP1055,Sohan Miah,16200,30,24,6,0,0,30
30133,Surjomukhi,3,Admin,50197,Feb 2025,163010,EMP1065,Maliha Jahan,15400,30,23,6,0,0,29
30172,Reveira,5,Finance,50197,Feb 2025,142862,EMP1132,Maliha Ahmed,17300,30,24,6,3,0,30
30186,Gemini,3,Admin,50197,Feb 2025,122634,EMP1191,Tamim Rahman,55330,30,24,6,0,0,30
30162,Megh Mallar,3,Admin,50197,Feb 2025,122621,EMP1187,Tamim Ahmed,38240,30,24,6,6,0,30
30186,Gemini,3,Admin,50197,Feb 2025,122749,EMP1226,Tariq Jahan,24456,30,24,6,3,0,30
30186,Gemini,3,Admin,50197,Feb 2025,122384,EMP1134,Tariq Sarker,29098,30,24,6,0,0,30
30186,Gemini,4,Site Ops,50197,Feb 2025,112133,EMP1131,Lubna Miah,40772,30,24,6,5,0,30
30186,Gemini,55,Logistics,50197,Feb 2025,122486,EMP1149,Tamim Sarker,18400,30,24,6,2,0,30
30186,Gemini,3,Admin,50197,Feb 2025,162936,EMP1019,Rafi Khan,16200,30,24,6,0,0,30
30186,Gemini,3,Admin,50197,Feb 2025,162938,EMP1020,Maliha Jahan,15200,30,24,6,0,0,30
30186,Gemini,3,Admin,50197,Feb 2025,162984,EMP1046,Shanta Miah,15200,30,24,6,0,0,30
30186,Gemini,3,Admin,50197,Feb 2025,163018,EMP1073,Tamim Chowdhury,10700,30,15,6,0,0,21
30186,Gemini,3,Admin,50197,Feb 2025,163019,EMP1074,Sadia Sarker,10700,30,15,6,0,0,21
49,Execura,54,Engineering,50198,Apr 2025,111440,EMP1206,Shanta Ahmed,33054,31,26,5,9,9,22
49,Execura,76,,50198,Apr 2025,122580,EMP1166,Nadia Rahman,98570,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,162987,EMP1049,Maliha Ahmed,24410,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,162909,EMP1000,Rafi Jahan,31155,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,152888,EMP1110,Sadia Chowdhury,65000,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,163017,EMP1072,Lubna Khan,20000,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,132860,EMP1185,Lubna Sarker,95748,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,162988,EMP1050,Tamim Khan,20000,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,111447,EMP1211,Tamim Jahan,33726,31,26,5,0,0,31
49,Execura,54,Engineering,50198,Apr 2025,163011,EMP1066,Tamim Khan,30000,31,26,5,0,0,31
49,Execura,80,,50198,Apr 2025,162918,EMP1005,Rafi Jahan,124215,31,26,5,0,0,31
49,Execura,70,,50198,Apr 2025,132818,EMP1164,Tamim Ahmed,124215,31,26,5,0,0,31
49,Execura,3,Admin,50198,Apr 2025,112172,EMP1139,Nadia Sarker,38944,31,26,5,1,0,31
49,Execura,78,Finance,50198,Apr 2025,162932,EMP1016,Shanta Chowdhury,44583,31,26,5,0,0,31
49,Execura,3,Admin,50198,Apr 2025,152889,EMP1111,Nadia Jahan,64583,31,26,5,1,0,31
49,Execura,78,Finance,50198,Apr 2025,162929,EMP1013,Tamim Khan,49583,31,26,5,0,0,31
49,Execura,3,Admin,50198,Apr 2025,132838,EMP1175,Sadia Hossain,35000,31,26,5,1,0,31
49,Execura,3,Admin,50198,Apr 2025,122734,EMP1220,Rafi Hossain,21260,31,26,5,2,0,31
49,Execura,3,Admin,50198,Apr 2025,122460,EMP1146,Tariq Khan,45044,31,26,5,2,0,31
49,Execura,55,Logistics,50198,Apr 2025,122762,EMP1233,Rafi Khan,41566,31,26,5,0,0,31
